facility_name,variant_id,variant_name,variant_sku,variant_barcode,retail_price,cost_price,opening,opening_val,opening_cost,str_in,str_in_val,str_in_cost,str_out,str_out_val,str_out_cost,sales_qty,sales_val,sales_cost,returns_qty,returns_val,returns_cost,available,available_val,available_cost,reserved,reserved_val,reserved_cost,onhand,onhand_val,onhand_cost,incoming,incoming_val,incoming_cost
Packages Mall,9297870,Formal Leather Sandals 43 Brown Polishable,7373,007373-043-BRA,5750,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9297878,Formal Leather Sandals 44 Brown Polishable,7373,007373-044-BRA,5750,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9297886,Formal Leather Sandals 45 Brown Polishable,7373,007373-045-BRA,5750,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9297886,Formal Leather Sandals 45 Brown Polishable,7373,007373-045-BRA,5750,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298002,Formal Leather Slippers 40 Brown Polishable,7438,007438-040-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298002,Formal Leather Slippers 40 Brown Polishable,7438,007438-040-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298002,Formal Leather Slippers 40 Brown Polishable,7438,007438-040-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298010,Formal Leather Slippers 41 Brown Polishable,7438,007438-041-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298010,Formal Leather Slippers 41 Brown Polishable,7438,007438-041-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298010,Formal Leather Slippers 41 Brown Polishable,7438,007438-041-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298018,Formal Leather Slippers 42 Brown Polishable,7438,007438-042-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298018,Formal Leather Slippers 42 Brown Polishable,7438,007438-042-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298018,Formal Leather Slippers 42 Brown Polishable,7438,007438-042-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298026,Formal Leather Slippers 43 Brown Polishable,7438,007438-043-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298026,Formal Leather Slippers 43 Brown Polishable,7438,007438-043-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298026,Formal Leather Slippers 43 Brown Polishable,7438,007438-043-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298034,Formal Leather Slippers 44 Brown Polishable,7438,007438-044-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298034,Formal Leather Slippers 44 Brown Polishable,7438,007438-044-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298034,Formal Leather Slippers 44 Brown Polishable,7438,007438-044-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298042,Formal Leather Slippers 45 Brown Polishable,7438,007438-045-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298042,Formal Leather Slippers 45 Brown Polishable,7438,007438-045-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298042,Formal Leather Slippers 45 Brown Polishable,7438,007438-045-BRA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298050,Formal Leather Slippers 40 Black Polishable,7438,007438-040-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298050,Formal Leather Slippers 40 Black Polishable,7438,007438-040-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298050,Formal Leather Slippers 40 Black Polishable,7438,007438-040-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298058,Formal Leather Slippers 41 Black Polishable,7438,007438-041-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298058,Formal Leather Slippers 41 Black Polishable,7438,007438-041-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298058,Formal Leather Slippers 41 Black Polishable,7438,007438-041-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298066,Formal Leather Slippers 42 Black Polishable,7438,007438-042-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298066,Formal Leather Slippers 42 Black Polishable,7438,007438-042-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298066,Formal Leather Slippers 42 Black Polishable,7438,007438-042-BKA,6450,1600,0,0,0,0,0,0,1,6450,1600,-1,-6450,-1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9319879,Leather Formal 43 Black Polishable,9193,009193-043-BKA,15500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298074,Formal Leather Slippers 43 Black Polishable,7438,007438-043-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298074,Formal Leather Slippers 43 Black Polishable,7438,007438-043-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298074,Formal Leather Slippers 43 Black Polishable,7438,007438-043-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298082,Formal Leather Slippers 44 Black Polishable,7438,007438-044-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298082,Formal Leather Slippers 44 Black Polishable,7438,007438-044-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298082,Formal Leather Slippers 44 Black Polishable,7438,007438-044-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298090,Formal Leather Slippers 45 Black Polishable,7438,007438-045-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298090,Formal Leather Slippers 45 Black Polishable,7438,007438-045-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298090,Formal Leather Slippers 45 Black Polishable,7438,007438-045-BKA,6450,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298102,Formal Leather Slippers 40 Brown Polishable,7453,007453-040-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298102,Formal Leather Slippers 40 Brown Polishable,7453,007453-040-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298102,Formal Leather Slippers 40 Brown Polishable,7453,007453-040-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298110,Formal Leather Slippers 41 Brown Polishable,7453,007453-041-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298110,Formal Leather Slippers 41 Brown Polishable,7453,007453-041-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298110,Formal Leather Slippers 41 Brown Polishable,7453,007453-041-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298118,Formal Leather Slippers 42 Brown Polishable,7453,007453-042-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298118,Formal Leather Slippers 42 Brown Polishable,7453,007453-042-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298118,Formal Leather Slippers 42 Brown Polishable,7453,007453-042-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298126,Formal Leather Slippers 43 Brown Polishable,7453,007453-043-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298126,Formal Leather Slippers 43 Brown Polishable,7453,007453-043-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298126,Formal Leather Slippers 43 Brown Polishable,7453,007453-043-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298134,Formal Leather Slippers 44 Brown Polishable,7453,007453-044-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298134,Formal Leather Slippers 44 Brown Polishable,7453,007453-044-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298134,Formal Leather Slippers 44 Brown Polishable,7453,007453-044-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298142,Formal Leather Slippers 45 Brown Polishable,7453,007453-045-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298142,Formal Leather Slippers 45 Brown Polishable,7453,007453-045-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298142,Formal Leather Slippers 45 Brown Polishable,7453,007453-045-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298154,Formal Leather Slippers 40 Brown Polishable,7454,007454-040-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298154,Formal Leather Slippers 40 Brown Polishable,7454,007454-040-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298154,Formal Leather Slippers 40 Brown Polishable,7454,007454-040-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298162,Formal Leather Slippers 41 Brown Polishable,7454,007454-041-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298162,Formal Leather Slippers 41 Brown Polishable,7454,007454-041-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298162,Formal Leather Slippers 41 Brown Polishable,7454,007454-041-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298170,Formal Leather Slippers 42 Brown Polishable,7454,007454-042-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298170,Formal Leather Slippers 42 Brown Polishable,7454,007454-042-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298170,Formal Leather Slippers 42 Brown Polishable,7454,007454-042-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298178,Formal Leather Slippers 43 Brown Polishable,7454,007454-043-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298178,Formal Leather Slippers 43 Brown Polishable,7454,007454-043-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298178,Formal Leather Slippers 43 Brown Polishable,7454,007454-043-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298186,Formal Leather Slippers 44 Brown Polishable,7454,007454-044-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298186,Formal Leather Slippers 44 Brown Polishable,7454,007454-044-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298186,Formal Leather Slippers 44 Brown Polishable,7454,007454-044-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298194,Formal Leather Slippers 45 Brown Polishable,7454,007454-045-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298194,Formal Leather Slippers 45 Brown Polishable,7454,007454-045-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298194,Formal Leather Slippers 45 Brown Polishable,7454,007454-045-BRA,6750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298310,Formal Leather Slippers 40 Brown Polishable,7457,007457-040-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298310,Formal Leather Slippers 40 Brown Polishable,7457,007457-040-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298310,Formal Leather Slippers 40 Brown Polishable,7457,007457-040-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298318,Formal Leather Slippers 41 Brown Polishable,7457,007457-041-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298318,Formal Leather Slippers 41 Brown Polishable,7457,007457-041-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298318,Formal Leather Slippers 41 Brown Polishable,7457,007457-041-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298326,Formal Leather Slippers 42 Brown Polishable,7457,007457-042-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298326,Formal Leather Slippers 42 Brown Polishable,7457,007457-042-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298326,Formal Leather Slippers 42 Brown Polishable,7457,007457-042-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298334,Formal Leather Slippers 43 Brown Polishable,7457,007457-043-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298334,Formal Leather Slippers 43 Brown Polishable,7457,007457-043-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298334,Formal Leather Slippers 43 Brown Polishable,7457,007457-043-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298342,Formal Leather Slippers 44 Brown Polishable,7457,007457-044-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298342,Formal Leather Slippers 44 Brown Polishable,7457,007457-044-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298342,Formal Leather Slippers 44 Brown Polishable,7457,007457-044-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298350,Formal Leather Slippers 45 Brown Polishable,7457,007457-045-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298350,Formal Leather Slippers 45 Brown Polishable,7457,007457-045-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298350,Formal Leather Slippers 45 Brown Polishable,7457,007457-045-BRA,5750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298386,Formal Leather Slippers 43 Black Polishable,7459,007459-043-BKA,4750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9296078,Leather Casual 42 Brown Polishable,4431,004431-042-BRA,14900,3400,1,14900,3400,0,0,0,1,14900,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9319879,Leather Formal 43 Black Polishable,9193,009193-043-BKA,15500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298422,Formal Leather Slippers 41 Black Polishable,7460,007460-041-BKA,7750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298422,Formal Leather Slippers 41 Black Polishable,7460,007460-041-BKA,7750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298430,Formal Leather Slippers 42 Black Polishable,7460,007460-042-BKA,7750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298430,Formal Leather Slippers 42 Black Polishable,7460,007460-042-BKA,7750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9296078,Leather Casual 42 Brown Polishable,4431,004431-042-BRA,14900,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298438,Formal Leather Slippers 43 Black Polishable,7460,007460-043-BKA,7750,1600,1,7750,1600,0,0,0,0,0,0,1,7750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298446,Formal Leather Slippers 44 Black Polishable,7460,007460-044-BKA,7750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298446,Formal Leather Slippers 44 Black Polishable,7460,007460-044-BKA,7750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298454,Formal Leather Slippers 45 Black Polishable,7460,007460-045-BKA,7750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298454,Formal Leather Slippers 45 Black Polishable,7460,007460-045-BKA,7750,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298466,Formal Leather Slippers 40 Black Polishable,7461,007461-040-BKA,6250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298474,Formal Leather Slippers 41 Black Polishable,7461,007461-041-BKA,6250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298482,Formal Leather Slippers 42 Black Polishable,7461,007461-042-BKA,6250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298490,Formal Leather Slippers 43 Black Polishable,7461,007461-043-BKA,6250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298498,Formal Leather Slippers 44 Black Polishable,7461,007461-044-BKA,6250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298506,Formal Leather Slippers 45 Black Polishable,7461,007461-045-BKA,6250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298518,Formal Leather Slippers 40 Green Suede,7462,007462-040-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298518,Formal Leather Slippers 40 Green Suede,7462,007462-040-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298518,Formal Leather Slippers 40 Green Suede,7462,007462-040-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298526,Formal Leather Slippers 41 Green Suede,7462,007462-041-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298526,Formal Leather Slippers 41 Green Suede,7462,007462-041-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298526,Formal Leather Slippers 41 Green Suede,7462,007462-041-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298534,Formal Leather Slippers 42 Green Suede,7462,007462-042-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298534,Formal Leather Slippers 42 Green Suede,7462,007462-042-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298534,Formal Leather Slippers 42 Green Suede,7462,007462-042-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298542,Formal Leather Slippers 43 Green Suede,7462,007462-043-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298542,Formal Leather Slippers 43 Green Suede,7462,007462-043-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298542,Formal Leather Slippers 43 Green Suede,7462,007462-043-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298550,Formal Leather Slippers 44 Green Suede,7462,007462-044-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298550,Formal Leather Slippers 44 Green Suede,7462,007462-044-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298550,Formal Leather Slippers 44 Green Suede,7462,007462-044-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298558,Formal Leather Slippers 45 Green Suede,7462,007462-045-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298558,Formal Leather Slippers 45 Green Suede,7462,007462-045-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9298558,Formal Leather Slippers 45 Green Suede,7462,007462-045-GRS,8250,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9298566,Formal Leather Slippers 40 Black Polishable,7462,007462-040-BKA,8250,1724.8544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9298566,Formal Leather Slippers 40 Black Polishable,7462,007462-040-BKA,8250,1724.8544,0,0,0,2,16500,3449.7087,0,0,0,2,16500,3449.7087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9319879,Leather Formal 43 Black Polishable,9193,009193-043-BKA,15500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
